index,NationalPokedexNumber,Label,Species,Variant,Generation,Rarity,Type1,Type2,Total,HP,Attack,Defense,SpAtk,SpDef,Speed,image_url,Vgc2022Rules,MonthlyUsageMarch2022,UsagePercentMarch2022,MonthlyRankMarch2022,id
965,798,Kartana,Kartana,,7,Common,Grass,Steel,570.0,59.0,181.0,131.0,59.0,31.0,109.0,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,Permitted,118,7,22,Kartana
966,799,Guzzlord,Guzzlord,,7,Common,Dark,Dragon,570.0,223.0,101.0,53.0,97.0,53.0,43.0,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,,,,,Guzzlord
967,800,Dusk Mane Necrozma,Necrozma,Dusk Mane,7,Legendary,Psychic,Steel,680.0,97.0,157.0,127.0,113.0,109.0,77.0,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,,49,0,79,Dusk Mane Necrozma
968,800,Necrozma,Necrozma,,7,Legendary,Psychic,,600.0,97.0,107.0,101.0,127.0,89.0,79.0,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,Restricted (players can include two Restricted Pokémon in their team),,,,Necrozma
969,800,Dawn Wings Necrozma,Necrozma,Dawn Wings,7,Legendary,Psychic,Ghost,680.0,97.0,113.0,109.0,157.0,127.0,77.0,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,,10,1,65,Dawn Wings Necrozma
970,800,Ultra Necrozma,Necrozma,Ultra,7,Legendary,Psychic,Dragon,754.0,97.0,167.0,97.0,167.0,97.0,129.0,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,,,,,Ultra Necrozma
971,801,Magearna,Magearna,,7,Mythical,Steel,Fairy,600.0,80.0,95.0,115.0,130.0,115.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,Banned,,,,Magearna
972,802,Marshadow,Marshadow,,7,Mythical,Fighting,Ghost,600.0,90.0,125.0,80.0,90.0,90.0,125.0,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,Banned,,,,Marshadow
973,803,Poipole,Poipole,,7,Common,Poison,,420.0,67.0,73.0,67.0,73.0,67.0,73.0,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,Permitted,,,,Poipole
974,804,Naganadel,Naganadel,,7,Common,Poison,Dragon,540.0,73.0,73.0,73.0,127.0,73.0,121.0,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,Permitted,,,,Naganadel
975,805,Stakataka,Stakataka,,7,Common,Rock,Steel,570.0,61.0,131.0,211.0,53.0,101.0,13.0,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,Permitted,23,0,98,Stakataka
976,806,Blacephalon,Blacephalon,,7,Common,Fire,Ghost,570.0,53.0,127.0,53.0,151.0,79.0,107.0,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,Permitted,9,0,175,Blacephalon
977,807,Zeraora,Zeraora,,7,Mythical,Electric,,600.0,88.0,112.0,75.0,102.0,80.0,143.0,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,Banned,,,,Zeraora
978,808,Meltan,Meltan,,7,Mythical,Steel,,300.0,46.0,65.0,65.0,55.0,35.0,34.0,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,Banned,,,,Meltan
979,809,Melmetal Gigantamax,Melmetal,Gigantamax,8,,Steel,,,,,,,,,https://archives.bulbagarden.net/media/upload/8/8d/809GiMS8.png,Banned,,,,Melmetal Gigantamax
980,809,Melmetal,Melmetal,,7,Mythical,Steel,,600.0,135.0,143.0,143.0,80.0,65.0,34.0,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,Banned,,,,Melmetal
981,810,Grookey,Grookey,,8,Common,Grass,,310.0,50.0,65.0,50.0,40.0,40.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,Permitted,,,,Grookey
982,811,Thwackey,Thwackey,,8,Common,Grass,,420.0,70.0,85.0,70.0,55.0,60.0,80.0,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,Permitted,,,,Thwackey
983,812,Rillaboom Gigantamax,Rillaboom,Gigantamax,8,,Grass,,,,,,,,,https://archives.bulbagarden.net/media/upload/1/15/812GiMS8.png,Gigantamax Allowed,,,,Rillaboom Gigantamax
984,812,Rillaboom,Rillaboom,,8,Common,Grass,,530.0,100.0,125.0,90.0,60.0,70.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,Permitted,482,27,6,Rillaboom
985,813,Scorbunny,Scorbunny,,8,Common,Fire,,310.0,50.0,71.0,40.0,40.0,40.0,69.0,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,Permitted,,,,Scorbunny
986,814,Raboot,Raboot,,8,Common,Fire,,420.0,65.0,86.0,60.0,55.0,60.0,94.0,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,Permitted,,,,Raboot
987,815,Cinderace Gigantamax,Cinderace,Gigantamax,8,,Fire,,,,,,,,,https://archives.bulbagarden.net/media/upload/c/c6/815GiMS8.png,Gigantamax Allowed,,,,Cinderace Gigantamax
988,815,Cinderace,Cinderace,,8,Common,Fire,,530.0,80.0,116.0,75.0,65.0,75.0,119.0,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,Permitted,45,1,51,Cinderace
989,816,Sobble,Sobble,,8,Common,Water,,310.0,50.0,40.0,40.0,70.0,40.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,Permitted,,,,Sobble
990,817,Drizzile,Drizzile,,8,Common,Water,,420.0,65.0,60.0,55.0,95.0,55.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,Permitted,,,,Drizzile
991,818,Inteleon Gigantamax,Inteleon,Gigantamax,8,,Water,,,,,,,,,https://archives.bulbagarden.net/media/upload/9/9f/818GiMS8.png,Gigantamax Allowed,,,,Inteleon Gigantamax
992,818,Inteleon,Inteleon,,8,Common,Water,,530.0,70.0,85.0,65.0,125.0,65.0,120.0,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png,Permitted,11,0,105,Inteleon
993,819,Skwovet,Skwovet,,8,Common,Normal,,275.0,70.0,55.0,55.0,35.0,35.0,25.0,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png,Permitted,,,,Skwovet
994,820,Greedent,Greedent,,8,Common,Normal,,460.0,120.0,95.0,95.0,55.0,75.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png,Permitted,1,0,150,Greedent
995,821,Rookidee,Rookidee,,8,Common,Flying,,245.0,38.0,47.0,35.0,33.0,35.0,57.0,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png,Permitted,,,,Rookidee
996,822,Corvisquire,Corvisquire,,8,Common,Flying,,365.0,68.0,67.0,55.0,43.0,55.0,77.0,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png,Permitted,,,,Corvisquire
997,823,Corviknight,Corviknight,,8,Common,Flying,Steel,495.0,98.0,87.0,105.0,53.0,85.0,67.0,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,Permitted,10,0,192,Corviknight
998,823,Corviknight Gigantamax,Corviknight,Gigantamax,8,,Flying,Steel,,,,,,,,https://archives.bulbagarden.net/media/upload/9/92/823GiMS8.png,Gigantamax Allowed,,,,Corviknight Gigantamax
999,824,Blipbug,Blipbug,,8,Common,Bug,,180.0,25.0,20.0,20.0,25.0,45.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png,Permitted,,,,Blipbug
1000,825,Dottler,Dottler,,8,Common,Bug,Psychic,335.0,50.0,35.0,80.0,50.0,90.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,Permitted,,,,Dottler
1001,826,Orbeetle,Orbeetle,,8,Common,Bug,Psychic,505.0,60.0,45.0,110.0,80.0,120.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,Permitted,,,,Orbeetle
1002,826,Orbeetle Gigantamax,Orbeetle,Gigantamax,8,,Bug,Psychic,,,,,,,,https://archives.bulbagarden.net/media/upload/f/f2/826GiMS8.png,Gigantamax Allowed,,,,Orbeetle Gigantamax
1003,827,Nickit,Nickit,,8,Common,Dark,,245.0,40.0,28.0,28.0,47.0,52.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png,Permitted,,,,Nickit
1004,828,Thievul,Thievul,,8,Common,Dark,,455.0,70.0,58.0,58.0,87.0,92.0,90.0,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,Permitted,,,,Thievul
1005,829,Gossifleur,Gossifleur,,8,Common,Grass,,250.0,40.0,40.0,60.0,40.0,60.0,10.0,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png,Permitted,,,,Gossifleur
1006,830,Eldegoss,Eldegoss,,8,Common,Grass,,460.0,60.0,50.0,90.0,80.0,120.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,Permitted,,,,Eldegoss
1007,831,Wooloo,Wooloo,,8,Common,Normal,,270.0,42.0,40.0,55.0,40.0,45.0,48.0,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png,Permitted,,,,Wooloo
1008,832,Dubwool,Dubwool,,8,Common,Normal,,490.0,72.0,80.0,100.0,60.0,90.0,88.0,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png,Permitted,,,,Dubwool
1009,833,Chewtle,Chewtle,,8,Common,Water,,284.0,50.0,64.0,50.0,38.0,38.0,44.0,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png,Permitted,,,,Chewtle
1010,834,Drednaw Gigantamax,Drednaw,Gigantamax,8,,Water,Rock,,,,,,,,https://archives.bulbagarden.net/media/upload/7/73/834GiMS8.png,Gigantamax Allowed,,,,Drednaw Gigantamax
1011,834,Drednaw,Drednaw,,8,Common,Water,Rock,485.0,90.0,115.0,90.0,48.0,68.0,74.0,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png,Permitted,4,0,178,Drednaw
1012,835,Yamper,Yamper,,8,Common,Electric,,270.0,59.0,45.0,50.0,40.0,50.0,26.0,https://img.pokemondb.net/sprites/sword-shield/icon/yamper.png,Permitted,,,,Yamper
1013,836,Boltund,Boltund,,8,Common,Electric,,490.0,69.0,90.0,60.0,90.0,60.0,121.0,https://img.pokemondb.net/sprites/sword-shield/icon/boltund.png,Permitted,2,0,199,Boltund
1014,837,Rolycoly,Rolycoly,,8,Common,Rock,,240.0,30.0,40.0,50.0,40.0,50.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/rolycoly.png,Permitted,,,,Rolycoly
1015,838,Carkol,Carkol,,8,Common,Rock,Fire,410.0,80.0,60.0,90.0,60.0,70.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/carkol.png,Permitted,,,,Carkol
1016,839,Coalossal Gigantamax,Coalossal,Gigantamax,8,,Rock,Fire,,,,,,,,https://archives.bulbagarden.net/media/upload/d/df/839GiMS8.png,Gigantamax Allowed,,,,Coalossal Gigantamax
1017,839,Coalossal,Coalossal,,8,Common,Rock,Fire,510.0,110.0,80.0,120.0,80.0,90.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/coalossal.png,Permitted,40,1,54,Coalossal
1018,840,Applin,Applin,,8,Common,Grass,Dragon,260.0,40.0,40.0,80.0,40.0,40.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/applin.png,Permitted,,,,Applin
1019,841,Flapple,Flapple,,8,Common,Grass,Dragon,485.0,70.0,110.0,80.0,95.0,60.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/flapple.png,Permitted,,,,Flapple
1020,841,Flapple Gigantamax,Flapple,Gigantamax,8,,Grass,Dragon,,,,,,,,https://archives.bulbagarden.net/media/upload/2/2f/841GiMS8.png,Gigantamax Allowed,,,,Flapple Gigantamax
1021,842,Appletun,Appletun,,8,Common,Grass,Dragon,485.0,110.0,85.0,80.0,100.0,80.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/appletun.png,Permitted,4,0,181,Appletun
1022,842,Appletun Gigantamax,Appletun,Gigantamax,8,,Grass,Dragon,,,,,,,,https://archives.bulbagarden.net/media/upload/2/2f/841GiMS8.png,Gigantamax Allowed,,,,Appletun Gigantamax
1023,843,Silicobra,Silicobra,,8,Common,Ground,,315.0,52.0,57.0,75.0,35.0,50.0,46.0,https://img.pokemondb.net/sprites/sword-shield/icon/silicobra.png,Permitted,,,,Silicobra
1024,844,Sandaconda Gigantamax,Sandaconda,Gigantamax,8,,Ground,,,,,,,,,https://archives.bulbagarden.net/media/upload/e/e0/844GiMS8.png,Gigantamax Allowed,,,,Sandaconda Gigantamax
1025,844,Sandaconda,Sandaconda,,8,Common,Ground,,510.0,72.0,107.0,125.0,65.0,70.0,71.0,https://img.pokemondb.net/sprites/sword-shield/icon/sandaconda.png,Permitted,,,,Sandaconda
1026,845,Cramorant,Cramorant,,8,Common,Flying,Water,475.0,70.0,85.0,55.0,85.0,95.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/cramorant.png,Permitted,,,,Cramorant
1027,846,Arrokuda,Arrokuda,,8,Common,Water,,280.0,41.0,63.0,40.0,40.0,30.0,66.0,https://img.pokemondb.net/sprites/sword-shield/icon/arrokuda.png,Permitted,,,,Arrokuda
1028,847,Barraskewda,Barraskewda,,8,Common,Water,,490.0,61.0,123.0,60.0,60.0,50.0,136.0,https://img.pokemondb.net/sprites/sword-shield/icon/barraskewda.png,Permitted,37,1,66,Barraskewda
1029,848,Toxel,Toxel,,8,Baby,Electric,Poison,242.0,40.0,38.0,35.0,54.0,35.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/toxel.png,Permitted,,,,Toxel
1030,849,Toxtricity Amped Form,Toxtricity,Amped Form,8,Common,Electric,Poison,502.0,75.0,98.0,70.0,114.0,70.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-amped.png,,,,,Toxtricity Amped Form
1031,849,Toxtricity Low Key Form,Toxtricity,Low Key Form,8,Common,Electric,Poison,502.0,75.0,98.0,70.0,114.0,70.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/toxtricity-low-key.png,,,,,Toxtricity Low Key Form
1032,850,Sizzlipede,Sizzlipede,,8,Common,Fire,Bug,305.0,50.0,65.0,45.0,50.0,50.0,45.0,https://img.pokemondb.net/sprites/sword-shield/icon/sizzlipede.png,Permitted,,,,Sizzlipede
1033,851,Centiskorch Gigantamax,Centiskorch,Gigantamax,8,,Fire,Bug,,,,,,,,https://archives.bulbagarden.net/media/upload/1/10/851GiMS8.png,Gigantamax Allowed,,,,Centiskorch Gigantamax
1034,851,Centiskorch,Centiskorch,,8,Common,Fire,Bug,525.0,100.0,115.0,65.0,90.0,90.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/centiskorch.png,Permitted,12,0,149,Centiskorch
1035,852,Clobbopus,Clobbopus,,8,Common,Fighting,,310.0,50.0,68.0,60.0,50.0,50.0,32.0,https://img.pokemondb.net/sprites/sword-shield/icon/clobbopus.png,Permitted,,,,Clobbopus
1036,853,Grapploct,Grapploct,,8,Common,Fighting,,480.0,80.0,118.0,90.0,70.0,80.0,42.0,https://img.pokemondb.net/sprites/sword-shield/icon/grapploct.png,Permitted,,,,Grapploct
1037,854,Sinistea,Sinistea,,8,Common,Ghost,,308.0,40.0,45.0,45.0,74.0,54.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/sinistea.png,Permitted,,,,Sinistea
1038,855,Polteageist,Polteageist,,8,Common,Ghost,,508.0,60.0,65.0,65.0,134.0,114.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/polteageist.png,Permitted,,,,Polteageist
1039,856,Hatenna,Hatenna,,8,Common,Psychic,,265.0,42.0,30.0,45.0,56.0,53.0,39.0,https://img.pokemondb.net/sprites/sword-shield/icon/hatenna.png,Permitted,,,,Hatenna
1040,857,Hattrem,Hattrem,,8,Common,Psychic,,370.0,57.0,40.0,65.0,86.0,73.0,49.0,https://img.pokemondb.net/sprites/sword-shield/icon/hattrem.png,Permitted,,,,Hattrem
1041,858,Hatterene,Hatterene,,8,Common,Psychic,Fairy,510.0,57.0,90.0,95.0,136.0,103.0,29.0,https://img.pokemondb.net/sprites/sword-shield/icon/hatterene.png,Permitted,22,0,107,Hatterene
1042,858,Hatterene Gigantamax,Hatterene,Gigantamax,8,,Psychic,Fairy,,,,,,,,https://archives.bulbagarden.net/media/upload/3/35/858GiMS8.png,Gigantamax Allowed,,,,Hatterene Gigantamax
1043,859,Impidimp,Impidimp,,8,Common,Dark,Fairy,265.0,45.0,45.0,30.0,55.0,40.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/impidimp.png,Permitted,,,,Impidimp
1044,860,Morgrem,Morgrem,,8,Common,Dark,Fairy,370.0,65.0,60.0,45.0,75.0,55.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/morgrem.png,Permitted,,,,Morgrem
1045,861,Grimmsnarl Gigantamax,Grimmsnarl,Gigantamax,8,,Dark,Fairy,,,,,,,,https://archives.bulbagarden.net/media/upload/c/ce/861GiMS8.png,Gigantamax Allowed,,,,Grimmsnarl Gigantamax
1046,861,Grimmsnarl,Grimmsnarl,,8,Common,Dark,Fairy,510.0,95.0,120.0,65.0,95.0,75.0,60.0,https://img.pokemondb.net/sprites/sword-shield/icon/grimmsnarl.png,Permitted,577,30,4,Grimmsnarl
1047,862,Obstagoon,Obstagoon,,8,Common,Dark,Normal,520.0,93.0,90.0,101.0,60.0,81.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/obstagoon.png,Permitted,6,0,170,Obstagoon
1048,863,Perrserker,Perrserker,,8,Common,Steel,,440.0,70.0,110.0,100.0,50.0,60.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/perrserker.png,Permitted,,,,Perrserker
1049,864,Cursola,Cursola,,8,Common,Ghost,,510.0,60.0,95.0,50.0,145.0,130.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/cursola.png,Permitted,,,,Cursola
1050,865,Sirfetch'd,Sirfetch'd,,8,Common,Fighting,,507.0,62.0,135.0,95.0,68.0,82.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/sirfetchd.png,Permitted,,,,Sirfetch'd
1051,866,Mr. Rime,Mr.,Rime,8,Common,Ice,Psychic,520.0,80.0,85.0,75.0,110.0,100.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/mr-rime.png,Permitted,2,0,196,Mr. Rime
1052,867,Runerigus,Runerigus,,8,Common,Ground,Ghost,483.0,58.0,95.0,145.0,50.0,105.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/runerigus.png,Permitted,,,,Runerigus
1053,868,Milcery,Milcery,,8,Common,Fairy,,270.0,45.0,40.0,40.0,50.0,61.0,34.0,https://img.pokemondb.net/sprites/sword-shield/icon/milcery.png,Permitted,,,,Milcery
1054,869,Alcremie,Alcremie,,8,Common,Fairy,,495.0,65.0,60.0,75.0,110.0,121.0,64.0,https://img.pokemondb.net/sprites/sword-shield/icon/alcremie.png,Permitted,18,0,80,Alcremie
1055,869,Alcremie Gigantamax,Alcremie,Gigantamax,8,,Fairy,,,,,,,,,https://archives.bulbagarden.net/media/upload/b/bc/869GiMS8.png,Gigantamax Allowed,,,,Alcremie Gigantamax
1056,870,Falinks,Falinks,,8,Common,Fighting,,470.0,65.0,100.0,100.0,70.0,60.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/falinks.png,Permitted,,,,Falinks
1057,871,Pincurchin,Pincurchin,,8,Common,Electric,,435.0,48.0,101.0,95.0,91.0,85.0,15.0,https://img.pokemondb.net/sprites/sword-shield/icon/pincurchin.png,Permitted,9,0,147,Pincurchin
1058,872,Snom,Snom,,8,Common,Ice,Bug,185.0,30.0,25.0,35.0,45.0,30.0,20.0,https://img.pokemondb.net/sprites/sword-shield/icon/snom.png,Permitted,,,,Snom
1059,873,Frosmoth,Frosmoth,,8,Common,Ice,Bug,475.0,70.0,65.0,60.0,125.0,90.0,65.0,https://img.pokemondb.net/sprites/sword-shield/icon/frosmoth.png,Permitted,,,,Frosmoth
1060,874,Stonjourner,Stonjourner,,8,Common,Rock,,470.0,100.0,125.0,135.0,20.0,20.0,70.0,https://img.pokemondb.net/sprites/sword-shield/icon/stonjourner.png,Permitted,3,0,185,Stonjourner
1061,875,Eiscue Noice Face,Eiscue,Noice Face,8,Common,Ice,,470.0,75.0,80.0,70.0,65.0,50.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-noice.png,,,,,Eiscue Noice Face
1062,875,Eiscue Ice Face,Eiscue,Ice Face,8,Common,Ice,,470.0,75.0,80.0,110.0,65.0,90.0,50.0,https://img.pokemondb.net/sprites/sword-shield/icon/eiscue-ice.png,,,,,Eiscue Ice Face
1063,876,Indeedee Female,Indeedee,Female,8,Common,Psychic,Normal,475.0,70.0,55.0,65.0,95.0,105.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-female.png,,387,18,14,Indeedee Female
1064,876,Indeedee Male,Indeedee,Male,8,Common,Psychic,Normal,475.0,60.0,65.0,55.0,105.0,95.0,95.0,https://img.pokemondb.net/sprites/sword-shield/icon/indeedee-male.png,,26,1,57,Indeedee Male
1065,877,Morpeko Hangry Mode,Morpeko,Hangry Mode,8,Common,Electric,Dark,436.0,58.0,95.0,58.0,70.0,58.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-hangry.png,,,,,Morpeko Hangry Mode
1066,877,Morpeko Full Belly Mode,Morpeko,Full Belly Mode,8,Common,Electric,Dark,436.0,58.0,95.0,58.0,70.0,58.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/morpeko-full-belly.png,,,,,Morpeko Full Belly Mode
1067,878,Cufant,Cufant,,8,Common,Steel,,330.0,72.0,80.0,49.0,40.0,49.0,40.0,https://img.pokemondb.net/sprites/sword-shield/icon/cufant.png,Permitted,,,,Cufant
1068,879,Copperajah Gigantamax,Copperajah,Gigantamax,8,,Steel,,,,,,,,,https://archives.bulbagarden.net/media/upload/3/3a/879GiMS8.png,Gigantamax Allowed,,,,Copperajah Gigantamax
1069,879,Copperajah,Copperajah,,8,Common,Steel,,500.0,122.0,130.0,69.0,80.0,69.0,30.0,https://img.pokemondb.net/sprites/sword-shield/icon/copperajah.png,Permitted,,,,Copperajah
1070,880,Dracozolt,Dracozolt,,8,Common,Electric,Dragon,505.0,90.0,100.0,90.0,80.0,70.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/dracozolt.png,Permitted,8,0,145,Dracozolt
1071,881,Arctozolt,Arctozolt,,8,Common,Electric,Ice,505.0,90.0,100.0,90.0,90.0,80.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/arctozolt.png,Permitted,,,,Arctozolt
1072,882,Dracovish,Dracovish,,8,Common,Water,Dragon,505.0,90.0,90.0,100.0,70.0,80.0,75.0,https://img.pokemondb.net/sprites/sword-shield/icon/dracovish.png,Permitted,32,0,87,Dracovish
1073,883,Arctovish,Arctovish,,8,Common,Water,Ice,505.0,90.0,90.0,100.0,80.0,90.0,55.0,https://img.pokemondb.net/sprites/sword-shield/icon/arctovish.png,Permitted,,,,Arctovish
1074,884,Duraludon,Duraludon,,8,Common,Steel,Dragon,535.0,70.0,95.0,115.0,120.0,50.0,85.0,https://img.pokemondb.net/sprites/sword-shield/icon/duraludon.png,Permitted,8,0,176,Duraludon
1075,884,Duraludon Gigantamax,Duraludon,Gigantamax,8,,Steel,Dragon,,,,,,,,https://archives.bulbagarden.net/media/upload/b/ba/884GiMS8.png,Gigantamax Allowed,,,,Duraludon Gigantamax
1076,885,Dreepy,Dreepy,,8,Common,Dragon,Ghost,270.0,28.0,60.0,30.0,40.0,30.0,82.0,https://img.pokemondb.net/sprites/sword-shield/icon/dreepy.png,Permitted,,,,Dreepy
1077,886,Drakloak,Drakloak,,8,Common,Dragon,Ghost,410.0,68.0,80.0,50.0,60.0,50.0,102.0,https://img.pokemondb.net/sprites/sword-shield/icon/drakloak.png,Permitted,,,,Drakloak
1078,887,Dragapult,Dragapult,,8,Common,Dragon,Ghost,600.0,88.0,120.0,75.0,100.0,75.0,142.0,https://img.pokemondb.net/sprites/sword-shield/icon/dragapult.png,Permitted,54,1,55,Dragapult
1079,888,Zacian Hero of Many Battles,Zacian,Hero of Many Battles,8,Legendary,Fairy,,670.0,92.0,130.0,115.0,80.0,115.0,138.0,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-hero.png,,,,,Zacian Hero of Many Battles
1080,888,Zacian Crowned Sword,Zacian,Crowned Sword,8,Legendary,Fairy,Steel,720.0,92.0,170.0,115.0,80.0,115.0,148.0,https://img.pokemondb.net/sprites/sword-shield/icon/zacian-crowned.png,,1088,65,1,Zacian Crowned Sword
1081,889,Zamazenta Crowned Shield,Zamazenta,Crowned Shield,8,Legendary,Fighting,Steel,720.0,92.0,130.0,145.0,80.0,145.0,128.0,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-crowned.png,,41,0,72,Zamazenta Crowned Shield
1082,889,Zamazenta Hero of Many Battles,Zamazenta,Hero of Many Battles,8,Legendary,Fighting,,670.0,92.0,130.0,115.0,80.0,115.0,138.0,https://img.pokemondb.net/sprites/sword-shield/icon/zamazenta-hero.png,,,,,Zamazenta Hero of Many Battles
1083,890,Eternatus Eternamax,Eternatus,Eternamax,8,Legendary,Poison,Dragon,1125.0,255.0,115.0,250.0,125.0,250.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus-eternamax.png,,,,,Eternatus Eternamax
1084,890,Eternatus,Eternatus,,8,Legendary,Poison,Dragon,690.0,140.0,85.0,95.0,145.0,95.0,130.0,https://img.pokemondb.net/sprites/sword-shield/icon/eternatus.png,,41,1,49,Eternatus
1085,891,Kubfu,Kubfu,,8,Legendary,Fighting,,385.0,60.0,90.0,60.0,53.0,50.0,72.0,https://img.pokemondb.net/sprites/sword-shield/icon/kubfu.png,Permitted,,,,Kubfu
1086,892,Urshifu (Single Strike) Gigantamax,Urshifu (Single Strike),Gigantamax,8,,Fighting,Dark,,,,,,,,https://archives.bulbagarden.net/media/upload/8/83/892GiMS8.png,Gigantamax Allowed,,,,Urshifu (Single Strike) Gigantamax
1087,892,Urshifu (Rapid Strike) Gigantamax,Urshifu (Rapid Strike),Gigantamax,8,,Fighting,Water,,,,,,,,https://archives.bulbagarden.net/media/upload/b/b8/892RGiMS8.png,Gigantamax Allowed,,,,Urshifu (Rapid Strike) Gigantamax
1088,892,Urshifu Single Strike Style,Urshifu,Single Strike Style,8,Legendary,Fighting,Dark,550.0,100.0,130.0,100.0,63.0,60.0,97.0,https://img.pokemondb.net/sprites/sword-shield/icon/urshifu-single-strike.png,,125,4,27,Urshifu Single Strike Style
